"town";"year";"kod";"area";"pop";"type";"nuts3";"nuts4"
"Alsóberecki";2016;2048;6.86;756;"község";"Borsod-Abaúj-Zemplén";"Sátoraljaújhelyi"
"Alsóberecki";2017;2048;6.86;756;"község";"Borsod-Abaúj-Zemplén";"Sátoraljaújhelyi"
"Alsóberecki";2019;2048;6.86;738;"község";"Borsod-Abaúj-Zemplén";"Sátoraljaújhelyi"
"Alsóberecki";2020;2048;6.86;762;"község";"Borsod-Abaúj-Zemplén";"Sátoraljaújhelyi"
"Alsóberecki";2022;2048;6.86;748;"község";"Borsod-Abaúj-Zemplén";"Sátoraljaújhelyi"
"Alsóberecki";2021;2048;6.86;747;"község";"Borsod-Abaúj-Zemplén";"Sátoraljaújhelyi"
"Alsóberecki";2015;2048;6.86;748;"község";"Borsod-Abaúj-Zemplén";"Sátoraljaújhelyi"
"Alsóberecki";2018;2048;6.86;760;"község";"Borsod-Abaúj-Zemplén";"Sátoraljaújhelyi"
"Alsóbogá";2022;3418;12.01;243;"község";"Somogy";"Kaposvári"
"Alsóbogá";2016;3418;12.01;273;"község";"Somogy";"Kaposvári"
"Alsóbogá";2017;3418;12.01;265;"község";"Somogy";"Kaposvári"
"Alsóbogá";2021;3418;12.01;251;"község";"Somogy";"Kaposvári"
"Alsóbogá";2015;3418;12.01;277;"község";"Somogy";"Kaposvári"
"Alsóbogá";2020;3418;12.01;256;"község";"Somogy";"Kaposvári"
"Alsóbogá";2019;3418;12.01;266;"község";"Somogy";"Kaposvári"
"Alsóbogá";2018;3418;12.01;267;"község";"Somogy";"Kaposvári"
"Alsódobsza";2016;1966;10.68;302;"község";"Borsod-Abaúj-Zemplén";"Szerencsi"
"Alsódobsza";2015;1966;10.68;302;"község";"Borsod-Abaúj-Zemplén";"Szerencsi"
"Alsódobsza";2019;1966;10.68;308;"község";"Borsod-Abaúj-Zemplén";"Szerencsi"
"Alsódobsza";2017;1966;10.68;297;"község";"Borsod-Abaúj-Zemplén";"Szerencsi"
"Alsódobsza";2020;1966;10.68;298;"község";"Borsod-Abaúj-Zemplén";"Szerencsi"
"Alsódobsza";2022;1966;10.68;283;"község";"Borsod-Abaúj-Zemplén";"Szerencsi"
"Alsódobsza";2021;1966;10.68;283;"község";"Borsod-Abaúj-Zemplén";"Szerencsi"
"Alsódobsza";2018;1966;10.68;300;"község";"Borsod-Abaúj-Zemplén";"Szerencsi"
"Alsógagy";2018;1442;6.28;89;"község";"Borsod-Abaúj-Zemplén";"Encsi"
"Alsógagy";2020;1442;6.28;91;"község";"Borsod-Abaúj-Zemplén";"Encsi"
"Alsógagy";2021;1442;6.28;86;"község";"Borsod-Abaúj-Zemplén";"Encsi"
"Alsógagy";2016;1442;6.28;103;"község";"Borsod-Abaúj-Zemplén";"Encsi"
"Alsógagy";2017;1442;6.28;99;"község";"Borsod-Abaúj-Zemplén";"Encsi"
"Alsógagy";2019;1442;6.28;93;"község";"Borsod-Abaúj-Zemplén";"Encsi"
"Alsógagy";2015;1442;6.28;98;"község";"Borsod-Abaúj-Zemplén";"Encsi"
"Alsógagy";2022;1442;6.28;87;"község";"Borsod-Abaúj-Zemplén";"Encsi"
"Alsómocsolád";2022;1738;13;302;"község";"Baranya";"Hegyháti"
"Alsómocsolád";2019;1738;13;324;"község";"Baranya";"Hegyháti"
"Alsómocsolád";2017;1738;13;317;"község";"Baranya";"Hegyháti"
"Alsómocsolád";2021;1738;13;307;"község";"Baranya";"Hegyháti"
"Alsómocsolád";2016;1738;13;313;"község";"Baranya";"Hegyháti"
"Alsómocsolád";2020;1738;13;315;"község";"Baranya";"Hegyháti"
"Alsómocsolád";2015;1738;13;320;"község";"Baranya";"Hegyháti"
"Alsómocsolád";2018;1738;13;320;"község";"Baranya";"Hegyháti"
"Alsónemesapáti";2022;1951;14.51;680;"község";"Zala";"Zalaegerszegi"
"Alsónemesapáti";2019;1951;14.51;682;"község";"Zala";"Zalaegerszegi"
"Alsónemesapáti";2017;1951;14.51;672;"község";"Zala";"Zalaegerszegi"
"Alsónemesapáti";2021;1951;14.51;672;"község";"Zala";"Zalaegerszegi"
"Alsónemesapáti";2020;1951;14.51;671;"község";"Zala";"Zalaegerszegi"
"Alsónemesapáti";2016;1951;14.51;664;"község";"Zala";"Zalaegerszegi"
"Alsónemesapáti";2015;1951;14.51;672;"község";"Zala";"Zalaegerszegi"
"Alsónemesapáti";2018;1951;14.51;678;"község";"Zala";"Zalaegerszegi"
"Alsónyék";2017;1156;32.01;760;"község";"Tolna";"Szekszárdi"
"Alsónyék";2016;1156;32.01;764;"község";"Tolna";"Szekszárdi"
"Alsónyék";2020;1156;32.01;735;"község";"Tolna";"Szekszárdi"
"Alsónyék";2019;1156;32.01;720;"község";"Tolna";"Szekszárdi"
"Alsónyék";2015;1156;31.9;784;"község";"Tolna";"Szekszárdi"
"Alsónyék";2021;1156;32.01;724;"község";"Tolna";"Szekszárdi"
"Alsónyék";2018;1156;32.01;738;"község";"Tolna";"Szekszárdi"
"Alsónyék";2022;1156;32.01;707;"község";"Tolna";"Szekszárdi"
"Alsónána";2018;2966;13.14;709;"község";"Tolna";"Szekszárdi"
"Alsónána";2015;2966;13.14;727;"község";"Tolna";"Szekszárdi"
"Alsónána";2021;2966;13.14;710;"község";"Tolna";"Szekszárdi"
"Alsónána";2020;2966;13.14;720;"község";"Tolna";"Szekszárdi"
"Alsónána";2016;2966;13.14;724;"község";"Tolna";"Szekszárdi"
"Alsónána";2019;2966;13.14;713;"község";"Tolna";"Szekszárdi"
"Alsónána";2022;2966;13.14;713;"község";"Tolna";"Szekszárdi"
"Alsónána";2017;2966;13.14;720;"község";"Tolna";"Szekszárdi"
"Alsónémedi";2018;2319;49.07;5337;"nagyközség";"Pest";"Gyáli"
"Alsónémedi";2019;2319;49.07;5413;"nagyközség";"Pest";"Gyáli"
"Alsónémedi";2022;2319;49.07;5700;"nagyközség";"Pest";"Gyáli"
"Alsónémedi";2020;2319;49.07;5545;"nagyközség";"Pest";"Gyáli"
"Alsónémedi";2017;2319;49.07;5245;"nagyközség";"Pest";"Gyáli"
"Alsónémedi";2021;2319;49.07;5625;"nagyközség";"Pest";"Gyáli"
"Alsónémedi";2016;2319;49.07;5251;"nagyközség";"Pest";"Gyáli"
"Alsónémedi";2015;2319;49.07;5257;"nagyközség";"Pest";"Gyáli"
"Alsópetény";2017;1642;19.68;580;"község";"Nógrád";"Rétsági"
"Alsópetény";2020;1642;19.68;596;"község";"Nógrád";"Rétsági"
"Alsópetény";2021;1642;19.68;589;"község";"Nógrád";"Rétsági"
"Alsópetény";2018;1642;19.68;572;"község";"Nógrád";"Rétsági"
"Alsópetény";2022;1642;19.68;596;"község";"Nógrád";"Rétsági"
"Alsópetény";2019;1642;19.68;589;"község";"Nógrád";"Rétsági"
"Alsópetény";2015;1642;19.68;604;"község";"Nógrád";"Rétsági"
"Alsópetény";2016;1642;19.68;587;"község";"Nógrád";"Rétsági"
"Alsópáhok";2019;3208;18.02;1494;"község";"Zala";"Keszthelyi"
"Alsópáhok";2016;3208;18.02;1412;"község";"Zala";"Keszthelyi"
"Alsópáhok";2020;3208;18.02;1523;"község";"Zala";"Keszthelyi"
"Alsópáhok";2022;3208;18.02;1595;"község";"Zala";"Keszthelyi"
"Alsópáhok";2021;3208;18.02;1554;"község";"Zala";"Keszthelyi"
"Alsópáhok";2018;3208;18.02;1481;"község";"Zala";"Keszthelyi"
"Alsópáhok";2015;3208;18.02;1396;"község";"Zala";"Keszthelyi"
"Alsópáhok";2017;3208;18.02;1423;"község";"Zala";"Keszthelyi"
"Alsórajk";2017;1882;8.45;328;"község";"Zala";"Nagykanizsai"
"Alsórajk";2021;1882;8.45;362;"község";"Zala";"Nagykanizsai"
"Alsórajk";2022;1882;8.45;342;"község";"Zala";"Nagykanizsai"
"Alsórajk";2019;1882;8.45;324;"község";"Zala";"Nagykanizsai"
"Alsórajk";2020;1882;8.45;338;"község";"Zala";"Nagykanizsai"
"Alsórajk";2015;1882;8.45;334;"község";"Zala";"Nagykanizsai"
"Alsórajk";2018;1882;8.45;326;"község";"Zala";"Nagykanizsai"
"Alsórajk";2016;1882;8.45;327;"község";"Zala";"Nagykanizsai"
"Alsóregmec";2019;2322;15.4;196;"község";"Borsod-Abaúj-Zemplén";"Sátoraljaújhelyi"
"Alsóregmec";2022;2322;15.4;199;"község";"Borsod-Abaúj-Zemplén";"Sátoraljaújhelyi"
"Alsóregmec";2015;2322;15.4;198;"község";"Borsod-Abaúj-Zemplén";"Sátoraljaújhelyi"
"Alsóregmec";2018;2322;15.4;191;"község";"Borsod-Abaúj-Zemplén";"Sátoraljaújhelyi"
"Alsóregmec";2016;2322;15.4;193;"község";"Borsod-Abaúj-Zemplén";"Sátoraljaújhelyi"
"Alsóregmec";2017;2322;15.4;187;"község";"Borsod-Abaúj-Zemplén";"Sátoraljaújhelyi"
"Alsóregmec";2020;2322;15.4;196;"község";"Borsod-Abaúj-Zemplén";"Sátoraljaújhelyi"
"Alsóregmec";2021;2322;15.4;192;"község";"Borsod-Abaúj-Zemplén";"Sátoraljaújhelyi"
"Alsószenterzsébet";2021;876;9.63;52;"község";"Zala";"Lenti"
"Alsószenterzsébet";2022;876;9.63;46;"község";"Zala";"Lenti"
"Alsószenterzsébet";2016;876;9.63;64;"község";"Zala";"Lenti"
"Alsószenterzsébet";2019;876;9.63;54;"község";"Zala";"Lenti"
"Alsószenterzsébet";2018;876;9.63;57;"község";"Zala";"Lenti"
"Alsószenterzsébet";2020;876;9.63;53;"község";"Zala";"Lenti"
"Alsószenterzsébet";2017;876;9.63;61;"község";"Zala";"Lenti"
"Alsószenterzsébet";2015;876;9.63;63;"község";"Zala";"Lenti"
"Alsószentiván";2017;2528;39.65;584;"község";"Fejér";"Sárbogárdi"
"Alsószentiván";2015;2528;39.65;603;"község";"Fejér";"Sárbogárdi"
"Alsószentiván";2018;2528;39.65;589;"község";"Fejér";"Sárbogárdi"
"Alsószentiván";2021;2528;39.65;561;"község";"Fejér";"Sárbogárdi"
"Alsószentiván";2019;2528;39.65;571;"község";"Fejér";"Sárbogárdi"
"Alsószentiván";2016;2528;39.65;587;"község";"Fejér";"Sárbogárdi"
"Alsószentiván";2020;2528;39.65;559;"község";"Fejér";"Sárbogárdi"
"Alsószentiván";2022;2528;39.65;558;"község";"Fejér";"Sárbogárdi"
"Alsószentmárton";2017;3327;13.61;1287;"község";"Baranya";"Siklósi"
"Alsószentmárton";2022;3327;13.61;1206;"község";"Baranya";"Siklósi"
"Alsószentmárton";2016;3327;13.61;1295;"község";"Baranya";"Siklósi"
"Alsószentmárton";2021;3327;13.61;1238;"község";"Baranya";"Siklósi"
"Alsószentmárton";2020;3327;13.61;1251;"község";"Baranya";"Siklósi"
"Alsószentmárton";2018;3327;13.61;1259;"község";"Baranya";"Siklósi"
"Alsószentmárton";2019;3327;13.61;1238;"község";"Baranya";"Siklósi"
"Alsószentmárton";2015;3327;13.61;1289;"község";"Baranya";"Siklósi"
"Alsószuha";2020;2883;22.42;442;"község";"Borsod-Abaúj-Zemplén";"Putnoki"
"Alsószuha";2021;2883;22.42;452;"község";"Borsod-Abaúj-Zemplén";"Putnoki"
"Alsószuha";2022;2883;22.42;434;"község";"Borsod-Abaúj-Zemplén";"Putnoki"
"Alsószuha";2019;2883;22.42;442;"község";"Borsod-Abaúj-Zemplén";"Putnoki"
"Alsószuha";2016;2883;22.42;455;"község";"Borsod-Abaúj-Zemplén";"Putnoki"
"Alsószuha";2015;2883;22.42;461;"község";"Borsod-Abaúj-Zemplén";"Putnoki"
"Alsószuha";2017;2883;22.42;466;"község";"Borsod-Abaúj-Zemplén";"Putnoki"
"Alsószuha";2018;2883;22.42;439;"község";"Borsod-Abaúj-Zemplén";"Putnoki"
"Alsószölnök";2017;2254;10.02;354;"község";"Vas";"Szentgotthárdi"
"Alsószölnök";2019;2254;10.02;351;"község";"Vas";"Szentgotthárdi"
"Alsószölnök";2016;2254;10.02;365;"község";"Vas";"Szentgotthárdi"
"Alsószölnök";2022;2254;10.02;368;"község";"Vas";"Szentgotthárdi"
"Alsószölnök";2018;2254;10.02;357;"község";"Vas";"Szentgotthárdi"
"Alsószölnök";2021;2254;10.02;349;"község";"Vas";"Szentgotthárdi"
"Alsószölnök";2015;2254;10.02;367;"község";"Vas";"Szentgotthárdi"
"Alsószölnök";2020;2254;10.02;352;"község";"Vas";"Szentgotthárdi"
"Alsótelekes";2020;821;6.44;139;"község";"Borsod-Abaúj-Zemplén";"Kazincbarcikai"
"Alsótelekes";2021;821;6.44;153;"község";"Borsod-Abaúj-Zemplén";"Kazincbarcikai"
"Alsótelekes";2015;821;6.44;156;"község";"Borsod-Abaúj-Zemplén";"Kazincbarcikai"
"Alsótelekes";2017;821;6.44;140;"község";"Borsod-Abaúj-Zemplén";"Kazincbarcikai"
"Alsótelekes";2019;821;6.44;149;"község";"Borsod-Abaúj-Zemplén";"Kazincbarcikai"
"Alsótelekes";2018;821;6.44;145;"község";"Borsod-Abaúj-Zemplén";"Kazincbarcikai"
"Alsótelekes";2016;821;6.44;142;"község";"Borsod-Abaúj-Zemplén";"Kazincbarcikai"
"Alsótelekes";2022;821;6.44;153;"község";"Borsod-Abaúj-Zemplén";"Kazincbarcikai"
"Alsótold";2015;762;7.86;252;"község";"Nógrád";"Pásztói"
"Alsótold";2016;762;7.86;239;"község";"Nógrád";"Pásztói"
"Alsótold";2022;762;7.86;231;"község";"Nógrád";"Pásztói"
"Alsótold";2017;762;7.86;239;"község";"Nógrád";"Pásztói"
"Alsótold";2018;762;7.86;241;"község";"Nógrád";"Pásztói"
"Alsótold";2019;762;7.86;225;"község";"Nógrád";"Pásztói"
"Alsótold";2021;762;7.86;236;"község";"Nógrád";"Pásztói"
"Alsótold";2020;762;7.86;235;"község";"Nógrád";"Pásztói"
"Alsóvadász";2015;2981;22.9;1604;"község";"Borsod-Abaúj-Zemplén";"Szikszói"
"Alsóvadász";2019;2981;22.9;1569;"község";"Borsod-Abaúj-Zemplén";"Szikszói"
"Alsóvadász";2016;2981;22.9;1594;"község";"Borsod-Abaúj-Zemplén";"Szikszói"
"Alsóvadász";2018;2981;22.9;1560;"község";"Borsod-Abaúj-Zemplén";"Szikszói"
"Alsóvadász";2017;2981;22.9;1575;"község";"Borsod-Abaúj-Zemplén";"Szikszói"
"Alsóvadász";2020;2981;22.9;1568;"község";"Borsod-Abaúj-Zemplén";"Szikszói"
"Alsóvadász";2021;2981;22.9;1591;"község";"Borsod-Abaúj-Zemplén";"Szikszói"
"Alsóvadász";2022;2981;22.9;1597;"község";"Borsod-Abaúj-Zemplén";"Szikszói"
"Alsózsolca";2020;2103;26.02;5738;"város";"Borsod-Abaúj-Zemplén";"Miskolci"
"Alsózsolca";2021;2103;26.02;5754;"város";"Borsod-Abaúj-Zemplén";"Miskolci"
"Alsózsolca";2018;2103;26.02;5822;"város";"Borsod-Abaúj-Zemplén";"Miskolci"
"Alsózsolca";2017;2103;26.02;5843;"város";"Borsod-Abaúj-Zemplén";"Miskolci"
"Alsózsolca";2016;2103;26.02;5822;"város";"Borsod-Abaúj-Zemplén";"Miskolci"
"Alsózsolca";2015;2103;26.02;5847;"város";"Borsod-Abaúj-Zemplén";"Miskolci"
"Alsózsolca";2022;2103;26.02;5736;"város";"Borsod-Abaúj-Zemplén";"Miskolci"
"Alsózsolca";2019;2103;26.02;5770;"város";"Borsod-Abaúj-Zemplén";"Miskolci"
"Alsóörs";2020;3052;33.34;2029;"község";"Veszprém";"Balatonfüredi"
"Alsóörs";2019;3052;33.34;1958;"község";"Veszprém";"Balatonfüredi"
"Alsóörs";2017;3052;33.34;1854;"község";"Veszprém";"Balatonfüredi"
"Alsóörs";2015;3052;33.34;1772;"község";"Veszprém";"Balatonfüredi"
"Alsóörs";2022;3052;33.34;2058;"község";"Veszprém";"Balatonfüredi"
"Alsóörs";2018;3052;33.34;1880;"község";"Veszprém";"Balatonfüredi"
"Alsóörs";2016;3052;33.34;1822;"község";"Veszprém";"Balatonfüredi"
"Alsóörs";2021;3052;33.34;2071;"község";"Veszprém";"Balatonfüredi"
"Alsóújla";2022;2272;21.02;576;"község";"Vas";"Vasvári"
"Alsóújla";2019;2272;21.02;579;"község";"Vas";"Vasvári"
"Alsóújla";2016;2272;21.02;586;"község";"Vas";"Vasvári"
"Alsóújla";2015;2272;21.02;597;"község";"Vas";"Vasvári"
"Alsóújla";2020;2272;21.02;591;"község";"Vas";"Vasvári"
"Alsóújla";2021;2272;21.02;590;"község";"Vas";"Vasvári"
"Alsóújla";2017;2272;21.02;601;"község";"Vas";"Vasvári"
"Alsóújla";2018;2272;21.02;578;"község";"Vas";"Vasvári"
"Ambrózfalva";2015;1619;11.22;516;"község";"Csongrád";"Makói"
"Ambrózfalva";2018;1619;11.22;493;"község";"Csongrád";"Makói"
"Ambrózfalva";2019;1619;11.22;487;"község";"Csongrád";"Makói"
"Ambrózfalva";2017;1619;11.22;507;"község";"Csongrád";"Makói"
"Ambrózfalva";2020;1619;11.22;478;"község";"Csongrád";"Makói"
"Ambrózfalva";2021;1619;11.22;479;"község";"Csongrád";"Makói"
"Ambrózfalva";2016;1619;11.22;504;"község";"Csongrád";"Makói"
"Ambrózfalva";2022;1619;11.22;481;"község";"Csongrád";"Makói"
"Anarcs";2021;2997;17.06;2024;"község";"Szabolcs-Szatmár-Bereg";"Kisvárdai"
"Anarcs";2020;2997;17.06;2026;"község";"Szabolcs-Szatmár-Bereg";"Kisvárdai"
"Anarcs";2019;2997;17.06;2027;"község";"Szabolcs-Szatmár-Bereg";"Kisvárdai"
"Anarcs";2015;2997;17.06;2073;"község";"Szabolcs-Szatmár-Bereg";"Kisvárdai"
"Anarcs";2018;2997;17.06;2022;"község";"Szabolcs-Szatmár-Bereg";"Kisvárdai"
"Anarcs";2017;2997;17.06;2041;"község";"Szabolcs-Szatmár-Bereg";"Kisvárdai"
"Anarcs";2022;2997;17.06;1989;"község";"Szabolcs-Szatmár-Bereg";"Kisvárdai"
"Anarcs";2016;2997;17.06;2071;"község";"Szabolcs-Szatmár-Bereg";"Kisvárdai"
"Andocs";2016;2871;43.27;1109;"község";"Somogy";"Tabi"
"Andocs";2021;2871;43.27;1065;"község";"Somogy";"Tabi"
"Andocs";2019;2871;43.27;1055;"község";"Somogy";"Tabi"
"Andocs";2015;2871;43.27;1119;"község";"Somogy";"Tabi"
"Andocs";2018;2871;43.27;1075;"község";"Somogy";"Tabi"
"Andocs";2022;2871;43.27;1058;"község";"Somogy";"Tabi"
"Andocs";2020;2871;43.27;1080;"község";"Somogy";"Tabi"
"Andocs";2017;2871;43.27;1100;"község";"Somogy";"Tabi"
"Andornaktálya";2016;1798;16.75;2815;"község";"Heves";"Egri"
"Andornaktálya";2017;1798;16.75;2771;"község";"Heves";"Egri"
"Andornaktálya";2015;1798;16.75;2841;"község";"Heves";"Egri"
"Andornaktálya";2022;1798;16.75;2769;"község";"Heves";"Egri"
"Andornaktálya";2018;1798;16.75;2767;"község";"Heves";"Egri"
"Andornaktálya";2020;1798;16.75;2817;"község";"Heves";"Egri"
"Andornaktálya";2019;1798;16.75;2755;"község";"Heves";"Egri"
"Andornaktálya";2021;1798;16.75;2792;"község";"Heves";"Egri"
"Andrásfa";2015;1231;8.23;269;"község";"Vas";"Vasvári"
"Andrásfa";2020;1231;8.23;228;"község";"Vas";"Vasvári"
"Andrásfa";2017;1231;8.23;249;"község";"Vas";"Vasvári"
"Andrásfa";2022;1231;8.23;243;"község";"Vas";"Vasvári"
"Andrásfa";2019;1231;8.23;233;"község";"Vas";"Vasvári"
"Andrásfa";2018;1231;8.23;237;"község";"Vas";"Vasvári"
"Andrásfa";2016;1231;8.23;254;"község";"Vas";"Vasvári"
"Andrásfa";2021;1231;8.23;244;"község";"Vas";"Vasvári"
"Annavölg";2015;3422;4.83;959;"község";"Komárom-Esztergom";"Esztergomi"
"Annavölg";2021;3422;4.83;939;"község";"Komárom-Esztergom";"Esztergomi"
"Annavölg";2017;3422;4.83;916;"község";"Komárom-Esztergom";"Esztergomi"
"Annavölg";2016;3422;4.83;949;"község";"Komárom-Esztergom";"Esztergomi"
"Annavölg";2022;3422;4.83;930;"község";"Komárom-Esztergom";"Esztergomi"
"Annavölg";2020;3422;4.83;932;"község";"Komárom-Esztergom";"Esztergomi"
"Annavölg";2019;3422;4.83;955;"község";"Komárom-Esztergom";"Esztergomi"
"Annavölg";2018;3422;4.83;948;"község";"Komárom-Esztergom";"Esztergomi"
"Apagy";2016;2030;32;2409;"község";"Szabolcs-Szatmár-Bereg";"Nyíregyházi"
"Apagy";2021;2030;31.99;2343;"község";"Szabolcs-Szatmár-Bereg";"Nyíregyházi"
"Apagy";2018;2030;31.99;2431;"község";"Szabolcs-Szatmár-Bereg";"Nyíregyházi"
"Apagy";2017;2030;31.99;2398;"község";"Szabolcs-Szatmár-Bereg";"Nyíregyházi"
"Apagy";2022;2030;31.99;2348;"község";"Szabolcs-Szatmár-Bereg";"Nyíregyházi"
"Apagy";2020;2030;31.99;2389;"község";"Szabolcs-Szatmár-Bereg";"Nyíregyházi"
"Apagy";2015;2030;32.03;2378;"község";"Szabolcs-Szatmár-Bereg";"Nyíregyházi"
"Apagy";2019;2030;31.99;2398;"község";"Szabolcs-Szatmár-Bereg";"Nyíregyházi"
"Apaj";2020;3356;71.04;1172;"község";"Pest";"Ráckevei"
"Apaj";2018;3356;71.04;1193;"község";"Pest";"Ráckevei"
"Apaj";2022;3356;71.04;1160;"község";"Pest";"Ráckevei"
"Apaj";2016;3356;71.04;1198;"község";"Pest";"Ráckevei"
"Apaj";2019;3356;71.04;1177;"község";"Pest";"Ráckevei"
"Apaj";2021;3356;71.04;1180;"község";"Pest";"Ráckevei"
"Apaj";2017;3356;71.04;1212;"község";"Pest";"Ráckevei"
"Apaj";2015;3356;71.04;1223;"község";"Pest";"Ráckevei"
"Aparhant";2016;2612;17.97;1040;"község";"Tolna";"Bonyhádi"
"Aparhant";2015;2612;17.97;1028;"község";"Tolna";"Bonyhádi"
"Aparhant";2019;2612;17.97;1010;"község";"Tolna";"Bonyhádi"
"Aparhant";2021;2612;17.97;995;"község";"Tolna";"Bonyhádi"
"Aparhant";2018;2612;17.97;1029;"község";"Tolna";"Bonyhádi"
"Aparhant";2022;2612;17.97;989;"község";"Tolna";"Bonyhádi"
"Aparhant";2020;2612;17.97;1022;"község";"Tolna";"Bonyhádi"
"Aparhant";2017;2612;17.97;1017;"község";"Tolna";"Bonyhádi"
"Apc";2015;724;20.46;2446;"község";"Heves";"Hatvani"
"Apc";2016;724;20.46;2431;"község";"Heves";"Hatvani"
"Apc";2019;724;20.46;2460;"község";"Heves";"Hatvani"
"Apc";2022;724;20.46;2488;"község";"Heves";"Hatvani"
"Apc";2017;724;20.46;2463;"község";"Heves";"Hatvani"
"Apc";2020;724;20.46;2479;"község";"Heves";"Hatvani"
"Apc";2018;724;20.46;2463;"község";"Heves";"Hatvani"
"Apc";2021;724;20.46;2496;"község";"Heves";"Hatvani"
"Apostag";2017;2114;31.94;2080;"község";"Bács-Kiskun";"Kunszentmiklósi"
"Apostag";2022;2114;31.94;2152;"község";"Bács-Kiskun";"Kunszentmiklósi"
"Apostag";2019;2114;31.94;2089;"község";"Bács-Kiskun";"Kunszentmiklósi"
"Apostag";2021;2114;31.94;2163;"község";"Bács-Kiskun";"Kunszentmiklósi"
"Apostag";2020;2114;31.94;2141;"község";"Bács-Kiskun";"Kunszentmiklósi"
"Apostag";2018;2114;31.94;2064;"község";"Bács-Kiskun";"Kunszentmiklósi"
"Apostag";2016;2114;31.94;2075;"község";"Bács-Kiskun";"Kunszentmiklósi"
"Apostag";2015;2114;31.94;2080;"község";"Bács-Kiskun";"Kunszentmiklósi"
"Apácatorna";2015;2837;7.29;186;"község";"Veszprém";"Devecseri"
"Apácatorna";2018;2837;7.29;170;"község";"Veszprém";"Devecseri"
"Apácatorna";2019;2837;7.29;172;"község";"Veszprém";"Devecseri"
"Apácatorna";2022;2837;7.29;176;"község";"Veszprém";"Devecseri"
"Apácatorna";2017;2837;7.29;173;"község";"Veszprém";"Devecseri"
"Apácatorna";2020;2837;7.29;177;"község";"Veszprém";"Devecseri"
"Apácatorna";2021;2837;7.29;181;"község";"Veszprém";"Devecseri"
"Apácatorna";2016;2837;7.29;182;"község";"Veszprém";"Devecseri"
"Apátfalva";2020;1425;53.78;3014;"község";"Csongrád";"Makói"
"Apátfalva";2019;1425;53.78;3006;"község";"Csongrád";"Makói"
"Apátfalva";2016;1425;53.78;3076;"község";"Csongrád";"Makói"
"Apátfalva";2021;1425;53.84;2995;"község";"Csongrád";"Makói"
"Apátfalva";2022;1425;53.84;3059;"község";"Csongrád";"Makói"
"Apátfalva";2018;1425;53.78;3016;"község";"Csongrád";"Makói"
"Apátfalva";2017;1425;53.78;3028;"község";"Csongrád";"Makói"
"Apátfalva";2015;1425;53.78;3089;"község";"Csongrád";"Makói"
"Apátistvánfalva";2018;887;12.86;396;"község";"Vas";"Szentgotthárdi"
"Apátistvánfalva";2020;887;12.86;387;"község";"Vas";"Szentgotthárdi"
"Apátistvánfalva";2021;887;12.86;413;"község";"Vas";"Szentgotthárdi"
"Apátistvánfalva";2017;887;12.86;399;"község";"Vas";"Szentgotthárdi"
"Apátistvánfalva";2019;887;12.86;400;"község";"Vas";"Szentgotthárdi"
"Apátistvánfalva";2016;887;12.86;393;"község";"Vas";"Szentgotthárdi"
"Apátistvánfalva";2022;887;12.86;401;"község";"Vas";"Szentgotthárdi"
"Apátistvánfalva";2015;887;12.86;386;"község";"Vas";"Szentgotthárdi"
"Apátvarasd";2022;2729;8.14;127;"község";"Baranya";"Pécsváradi"
"Apátvarasd";2019;2729;8.14;133;"község";"Baranya";"Pécsváradi"
"Apátvarasd";2018;2729;8.14;133;"község";"Baranya";"Pécsváradi"
"Apátvarasd";2015;2729;8.14;142;"község";"Baranya";"Pécsváradi"
"Apátvarasd";2017;2729;8.14;139;"község";"Baranya";"Pécsváradi"
"Apátvarasd";2016;2729;8.14;143;"község";"Baranya";"Pécsváradi"
"Apátvarasd";2020;2729;8.14;121;"község";"Baranya";"Pécsváradi"
"Apátvarasd";2021;2729;8.14;120;"község";"Baranya";"Pécsváradi"
"Aranyosapáti";2019;935;21.12;2230;"község";"Szabolcs-Szatmár-Bereg";"Vásárosnaményi"
"Aranyosapáti";2021;935;21.12;2179;"község";"Szabolcs-Szatmár-Bereg";"Vásárosnaményi"
"Aranyosapáti";2018;935;21.11;2232;"község";"Szabolcs-Szatmár-Bereg";"Vásárosnaményi"
"Aranyosapáti";2020;935;21.12;2203;"község";"Szabolcs-Szatmár-Bereg";"Vásárosnaményi"
"Aranyosapáti";2015;935;21.11;2140;"község";"Szabolcs-Szatmár-Bereg";"Vásárosnaményi"
